proof,verify,nizk
6.136024,11.469135,17.605159
6.131076,11.469135,17.600211
6.1031084,11.479552,17.5826604
6.123055,11.47851,17.601565
6.128629,11.474968,17.603597
6.1277432,11.472989,17.6007322
6.5757113,11.520228,18.095939299999998
6.136806,11.464551,17.601357
6.129097,11.463093,17.592190000000002
6.135087,11.46726,17.602347
6.10941,11.602832,17.712242
6.1508694,11.482989,17.6338584
6.143108,11.4758005,17.6189085
6.145504,11.482989,17.628493
6.616909,11.506479,18.123388
6.123056,11.469395,17.592451
6.134827,11.46398,17.598807
6.1407123,11.471322,17.6120343
6.1321177,11.463145,17.5952627
6.1098256,11.504135,17.6139606
6.165504,11.48476,17.650264
6.170399,11.4852295,17.6556285
6.621127,11.497833,18.11896
6.134201,11.499603,17.633804
6.131493,11.478042,17.609535
6.130192,11.471844,17.602036000000002
6.126025,11.470645,17.59667
6.127379,11.468094,17.595473000000002
6.1201386,11.463874,17.5840126
6.156545,11.4652815,17.6218265
6.625867,11.507156,18.133023
6.163681,11.473874,17.637555
6.115035,11.489395,17.60443
6.113629,11.476687,17.590316
6.131649,11.472937,17.604586
6.133317,11.466636,17.599953
6.109045,11.482052,17.591096999999998
6.112691,11.474499,17.58719
6.61696,11.492051,18.109011
6.1513886,11.463666,17.6150546
6.1314406,11.464135,17.5955756
6.1180043,11.4748125,17.5928168
6.1297736,11.474343,17.604116599999998
6.1197753,11.472834,17.5926093
6.1374826,11.476427,17.6139096
6.106234,11.466008,17.572242
6.609877,11.508041,18.117918
6.146233,11.475072,17.621305
6.131754,11.467417,17.599171
6.116597,11.486272,17.602869
6.112326,11.474031,17.586357
6.138525,11.46976,17.608285000000002
6.122118,11.470697,17.592815
6.1068583,11.48903,17.5958883
6.5698767,11.501479,18.071355699999998
6.1486287,11.470385,17.6190137
6.139462,11.47726,17.616722
6.135764,11.473979,17.609743
6.114358,11.470125,17.584483
6.117223,11.47627,17.593493
6.1439943,11.478769,17.6227633
6.1322746,11.469969,17.6022436
6.582325,11.518457,18.100782
6.132535,11.477572,17.610107
6.133733,11.472937,17.60667
6.133264,11.468198,17.601461999999998
6.113316,11.491792,17.605108
6.111025,11.472883,17.583908
6.120869,11.472312,17.593181
6.1694098,11.474135,17.6435448
6.613784,11.499759,18.113543
6.131389,11.473874,17.605263
6.138577,11.464706,17.603282999999998
6.129462,11.467417,17.596879
6.132587,11.469968,17.602555
6.111077,11.473199,17.584276
6.1254,11.497313,17.622713
6.183368,11.482833,17.666201
6.635033,11.498562,18.133595
6.163212,11.501947,17.665159
6.132535,11.47502,17.607555
6.143629,11.469864,17.613493
6.131598,11.474031,17.605629
6.112847,11.497156,17.610003
6.118421,11.466636,17.585057
6.146233,11.471739,17.617971999999998
6.62045,11.4896555,18.1101055
6.1445146,11.467,17.6115146
6.113421,11.486114,17.599535
6.1178484,11.473926,17.5917744
6.126545,11.473041,17.599586000000002
6.127119,11.479968,17.607087
6.121077,11.492989,17.614066
6.111754,11.468666,17.58042
6.61769,11.495124,18.112814
6.141962,11.46851,17.610472
6.114358,11.486166,17.600524
6.115868,11.475541,17.591409
6.126389,11.48502,17.611409000000002
6.1279,11.470177,17.598077
