proof,verify,nizk
15.581798,27.87264,43.454437999999996
15.710797,27.770641,43.481438
17.470776,27.86764,45.338416
15.625799,27.91064,43.536439
15.625799,27.807642,43.433441
15.617799,27.841642,43.459441
15.677798,27.800642,43.47844
15.702797,27.871641,43.574438
15.593799,27.97864,43.572439
15.647799,27.810642,43.458441
17.437777,27.86364,45.301417
15.572801,27.945639,43.51844
15.809796,27.97864,43.788436
15.599799,27.864641,43.464439999999996
15.697798,28.03764,43.735438
15.655799,48.00738,63.663179
25.810669,63.912174,89.722843
24.569685,52.32833,76.898015
17.430777,27.847641,45.278418
15.709799,27.804644,43.514443
15.611799,27.83264,43.444439
15.564799,28.537632,44.102430999999996
15.830796,27.993639,43.824435
15.619799,27.894642,43.514441000000005
15.635799,27.91664,43.552439
15.635799,27.865643,43.501442
17.344778,27.857643,45.202421
15.6448,27.760643,43.405443000000005
15.719797,27.845642,43.565439
15.605799,27.831642,43.437441
15.6178,27.914642,43.532442
15.5868,27.858643,43.445443
15.5688,27.893642,43.462441999999996
15.618799,27.895643,43.514442
17.468777,27.89364,45.362417
15.672799,27.778645,43.451444
16.501787,28.928629,45.430416
15.795797,27.99864,43.794437
15.672797,27.96064,43.633437
15.601799,27.976639,43.578438
15.668798,27.802645,43.471443
15.7537985,28.041641,43.7954395
17.410776,27.764645,45.175421
15.604799,27.824644,43.429443
15.5798,27.883642,43.463442
15.648799,27.777643,43.426442
15.6408,27.966642,43.607442
15.5988,27.956642,43.555442
15.641799,27.879644,43.521443
15.5878,27.854643,43.442443
17.434776,27.783644,45.218419999999995
15.682799,27.954641,43.63744
15.583801,27.830643,43.414443999999996
15.6678,27.807644,43.475443999999996
15.7218,27.97064,43.69244
15.5798,27.873644,43.453444
15.6448,27.865644,43.510444
15.584801,27.964642,43.549443000000004
17.391779,27.815643,45.207422
16.793783,28.280638,45.074421
16.684786,27.99764,44.682426
15.668798,27.838644,43.507442
15.5808,27.857645,43.438445
15.754799,27.796644,43.551443
15.670798,27.811646,43.482444
15.604799,27.858644,43.463443
17.422777,27.818644,45.241421
15.6118,27.828644,43.440444
15.649799,27.811646,43.461445
15.631801,27.875643,43.507444
15.5818,28.007643,43.589443
15.671801,27.794643,43.466444
15.6598,27.944645,43.604445
15.592801,27.881645,43.474446
17.384779,27.939644,45.324423
15.587801,27.862644,43.450445
15.642799,27.811646,43.454445
15.699799,27.821644,43.521443
15.564801,27.880644,43.445445
15.664799,27.891644,43.556443
15.628799,27.844643,43.473442000000006
26.137667,64.54018,90.67784700000001
36.71753,46.764404,83.481934
30.331612,27.931644,58.263256
15.7537985,28.666634,44.4204325
15.6238,27.869644,43.493444
15.577801,28.11464,43.692441
15.656799,27.840645,43.497444
15.594801,28.013645,43.608446
15.693801,27.812645,43.506446
17.479778,27.843647,45.323425
15.570802,27.945642,43.516444
15.617801,27.831646,43.449447
15.584802,27.837643,43.422444999999996
15.686801,27.821646,43.508447000000004
15.645801,27.891644,43.537445
15.580802,27.889645,43.470447
15.675802,27.790646,43.466448
17.454779,27.853643,45.308422
15.5628,27.843647,43.406447
15.6408,27.909643,43.550443
15.610801,28.759634,44.370435
16.420792,28.17964,44.600432
15.6708,27.810646,43.481446
15.612801,28.131641,43.744442
15.663801,27.995644,43.659445
17.307781,27.923643,45.231424
15.7318,27.866644,43.598444
15.579802,28.015644,43.595446
15.564801,27.928644,43.493444999999994
15.639801,27.832644,43.472445
15.602801,27.826647,43.429448
15.6708,27.796648,43.467448000000005
15.666801,27.822647,43.489447999999996
17.32378,27.898647,45.222426999999996
15.666801,27.872646,43.539446999999996
15.599802,27.820648,43.42045
15.689801,27.889647,43.579448
15.660802,27.890646,43.551448
15.607802,27.80465,43.412452
15.6848,27.772648,43.457448
15.622801,27.844645,43.467446
17.31378,27.932644,45.246424000000005
15.613801,27.885645,43.499446
15.575802,28.827633,44.403435
15.886799,28.740635,44.627434
15.886799,28.030643,43.917442
15.609801,27.839645,43.449446
15.644802,28.051645,43.696447
15.603801,27.846647,43.450448
17.39778,27.850647,45.248427
15.740801,27.856646,43.597447
15.587802,27.855646,43.443448000000004
15.723801,28.100643,43.824444
15.615802,27.837646,43.453448
15.5728035,27.795649,43.368452500000004
15.620804,27.823647,43.444451
15.561803,27.808647,43.37045
17.42378,27.922647,45.346427000000006
15.587803,27.833649,43.421452
15.581803,27.914648,43.496451
15.617802,27.851648,43.46945
15.686801,27.823647,43.510448000000004
15.625803,27.911648,43.537451
15.666801,27.813648,43.480449
15.589804,27.806646,43.39645
17.37778,58.412262,75.790042
25.864672,61.69222,87.556892
26.095669,42.347466,68.443135
15.686801,28.087645,43.774446
15.639802,27.838648,43.478449999999995
15.5798025,27.999645,43.5794475
15.651802,27.830647,43.482449
15.595803,27.792648,43.388451
17.39878,27.91265,45.31143
15.604803,27.858648,43.463451
15.563804,27.890648,43.454451999999996
15.756801,27.847649,43.60445
15.578803,27.818647,43.39745
15.610803,27.948648,43.559450999999996
15.601803,27.840649,43.442452
15.566803,27.875648,43.442451000000005
17.37078,29.940622,47.311402
15.745802,28.218643,43.964445
15.691802,27.78265,43.474452
17.149784,27.949648,45.099432
15.925798,27.769648,43.695446000000004
16.553791,28.629639,45.18343
15.606803,28.158644,43.765446999999995
15.636802,27.82865,43.465452
17.299782,27.916647,45.216429000000005
15.633802,28.059647,43.693449
15.576803,27.868647,43.44545
15.622803,28.083645,43.706448
15.647802,27.956648,43.60445
15.618803,27.843649,43.462452
15.696801,28.151644,43.848445
15.649803,27.82865,43.478453
17.33378,27.932648,45.266428000000005
15.858799,27.934649,43.793448
15.616803,27.80265,43.419453000000004
15.712801,27.77665,43.489451
15.695803,27.82865,43.524453
15.594804,27.878647,43.473451
15.702803,27.814651,43.517454
15.637804,27.833649,43.471453
17.313782,28.070646,45.384428
15.653802,27.841648,43.49545
15.579803,27.83965,43.419453
15.711802,28.68264,44.394442
15.747803,28.862637,44.61044
15.708802,28.206644,43.915446
15.673803,27.784649,43.458452
15.5868025,27.875648,43.4624505
17.419779,27.869648,45.289427
15.5988035,28.047647,43.6464505
15.593804,27.881649,43.475453
15.814801,27.909647,43.724447999999995
15.601803,27.83165,43.433453
15.806802,27.762651,43.569453
15.611804,27.968649,43.580453
15.612804,27.88465,43.497454000000005
17.361782,27.89665,45.258432
15.602804,27.810652,43.413456000000004
15.689803,27.800652,43.490455
15.639802,27.85965,43.499452
15.574805,27.86465,43.439455
15.714804,27.764652,43.479456
15.638803,27.806652,43.445454999999995
15.584805,27.975649,43.560454
17.394781,27.85865,45.253431
15.572804,27.96065,43.533454
15.6978035,27.819653,43.517456499999994
15.636804,27.821653,43.458457
24.530691,65.051186,89.581877
25.971674,55.981297,81.95297099999999
29.966625,28.008648,57.975273
15.625805,27.81565,43.441455000000005
17.39478,28.197647,45.592427
15.638804,27.87765,43.516453999999996
15.578804,27.932648,43.511452
15.655803,27.832651,43.488454
15.5778055,27.819653,43.3974585
15.639804,27.796652,43.436456
15.8548,27.829653,43.684453
15.5778055,27.940649,43.518454500000004
17.363785,28.569645,45.93343
15.6248045,28.039648,43.664452499999996
15.717804,27.775652,43.493456
15.650804,27.858652,43.509456
15.580805,27.95265,43.533455
15.790801,27.802652,43.593453
15.650804,27.831652,43.482456
15.585805,27.864653,43.450458
17.36478,28.75264,46.117419999999996
16.321796,27.98965,44.311446000000004
15.867802,27.897652,43.765454
15.607805,28.112648,43.720453
15.675803,27.836653,43.512456
15.625805,27.900652,43.526457
15.586803,27.97065,43.557452999999995
15.674804,27.803652,43.478456
17.689777,28.024647,45.714424
15.731802,27.764652,43.496454
15.661804,27.834652,43.496455999999995
15.577806,27.817652,43.395458
15.679805,27.787651,43.467456
15.660804,27.831652,43.492456
15.567805,27.876654,43.444458999999995
15.6438055,27.819653,43.4634585
17.458782,27.834652,45.293434
15.665805,27.799654,43.465459
15.630806,27.845654,43.47646
15.5708065,27.96265,43.5334565
15.686805,27.798653,43.485458
15.629804,27.866652,43.496455999999995
15.576806,27.841652,43.418458
15.639804,29.051636,44.69144
17.499783,28.634644,46.134427
15.8768015,27.894651,43.771452499999995
15.613805,27.821653,43.435458
15.573805,28.001652,43.575457
15.6438055,27.860653,43.5044585
15.575805,27.838652,43.414457
15.827803,27.857653,43.685456
15.635805,27.919651,43.555456
17.498781,27.862652,45.361433000000005
15.662805,27.845654,43.508459
15.579805,27.818653,43.398458000000005
15.670804,27.975653,43.646457
15.651805,27.840654,43.492459
15.584806,28.060652,43.645458000000005
15.6978035,27.779654,43.4774575
15.681805,27.809652,43.491457
17.330784,28.020653,45.351437000000004
15.628805,27.789654,43.418459
15.574806,27.857653,43.432459
15.786802,27.796654,43.583456
15.631804,27.873652,43.505456
15.560806,46.771416,62.332222
33.508583,57.27329,90.781873
23.922703,52.606346,76.529049
17.367785,27.919651,45.287436
15.649807,27.872652,43.522459
15.609806,27.833652,43.443458
15.566806,28.020653,43.587458999999996
15.6438055,27.94065,43.584455500000004
15.558806,28.132648,43.691454
15.792804,27.799656,43.59246
15.598805,27.795656,43.394461
17.350784,27.928654,45.279438
15.628805,27.825655,43.45446
15.556807,27.860655,43.417462
15.681805,27.806656,43.488461
15.669806,27.828655,43.498461
15.602807,27.831657,43.434464
15.684806,27.784657,43.469463
15.6578045,27.830656,43.4884605
17.402784,27.953653,45.356437
15.646804,27.846657,43.493460999999996
16.1418,29.331636,45.473436
15.746806,28.113651,43.860457
15.616806,27.856653,43.473459000000005
15.552807,27.979652,43.532459
15.661806,27.94765,43.609456
15.5968075,27.860655,43.457462500000005
17.419783,27.867655,45.287437999999995
15.611806,27.811655,43.423460999999996
15.578807,27.868654,43.447461
15.654804,28.058651,43.713455
15.623806,27.879656,43.503462
17.966776,34.96557,52.932345999999995
18.209776,29.286638,47.496414
15.685804,27.776657,43.462461
17.454784,27.856655,45.311439
15.598806,27.971653,43.570459
15.667806,28.066652,43.734458000000004
15.641807,27.848656,43.490463
15.675805,27.768656,43.444461000000004
15.641807,27.866655,43.508462
15.607807,27.948654,43.556461
15.727807,27.819656,43.547463
17.384785,28.718645,46.10343
15.756804,28.503647,44.260451
15.779804,28.116653,43.896457
15.587807,27.975655,43.563462
15.6108055,28.060652,43.6714575
15.594808,27.848656,43.443464
15.649807,27.818655,43.468462
15.646806,27.837656,43.484462
17.339785,27.840654,45.180439
15.757805,27.878654,43.636459
15.5968075,28.036654,43.633461499999996
15.608808,27.934656,43.543464
15.643807,27.869658,43.513465000000004
15.569808,27.830656,43.400464
15.671806,28.034653,43.706458999999995
15.647806,27.854656,43.502461999999994
17.332787,27.887655,45.220442
15.625807,27.882656,43.508463
15.613808,27.865656,43.479464
15.669807,27.817656,43.487463
15.609807,27.857656,43.467462999999995
15.578807,27.811655,43.390462
15.772804,38.382526,54.15533
35.43156,62.954224,98.385784
25.645685,52.435352,78.08103700000001
15.643807,27.829657,43.473464
15.613808,27.846657,43.460465
15.551808,27.915657,43.467465
15.640806,27.906656,43.547462
15.654808,27.824656,43.479464
15.586807,27.877657,43.464464
15.635807,27.991655,43.627462
17.347788,28.050655,45.398443
15.657808,27.75066,43.408468
15.656809,27.816654,43.473463
15.5968075,27.848656,43.4454635
15.856804,27.865656,43.72246
15.609808,27.855656,43.465464
15.568808,27.942656,43.511464000000004
15.659807,28.086655,43.746462
17.301788,27.894655,45.196443
15.628807,27.77066,43.399467
15.671806,27.847658,43.519464
15.603807,29.828632,45.432439
15.760805,28.100655,43.86146
15.613809,27.892656,43.506465
15.672809,27.864655,43.537464
15.609808,27.834656,43.444463999999996
17.435783,27.80066,45.236443
15.631806,27.842655,43.474461
15.584807,27.895655,43.480462
15.660808,27.779657,43.440465
15.611808,27.82466,43.436468000000005
15.591807,27.890656,43.482462999999996
15.641807,27.952656,43.594463000000005
15.594809,27.867659,43.462468
17.503782,27.82166,45.325442
15.625809,27.938656,43.564465
15.585809,27.912657,43.498466
15.650808,28.059656,43.710464
15.645807,27.952656,43.598463
15.599808,27.830658,43.430465999999996
15.679809,27.864656,43.544465
15.586809,27.853659,43.440468
17.402788,27.83166,45.234448
15.645807,27.881659,43.527466
16.537796,28.058655,44.596451
16.607798,28.101656,44.709453999999994
15.576809,27.880657,43.457466
15.662808,27.80566,43.468468
15.690807,27.84166,43.532467
15.564809,27.880657,43.445465999999996
17.393787,27.82866,45.222447
15.598809,27.896656,43.495464999999996
15.690807,27.78566,43.476467
15.646808,27.823658,43.470466
15.630808,27.865658,43.496466
15.767807,27.77966,43.547467
15.779806,27.86166,43.641466
15.585809,28.022655,43.608464
17.360788,27.88366,45.244448
15.58581,27.84066,43.42647
15.618809,27.79266,43.411469000000004
15.6228075,28.063656,43.6864635
15.55181,27.862661,43.414471
15.665809,27.935658,43.601467
15.644809,27.824661,43.46947
15.793808,27.92066,43.714468000000004
17.402788,27.85066,45.253448000000006
15.589809,27.954659,43.544468
15.681808,45.967438,61.649246000000005
34.570576,58.479282,93.049858
33.314594,42.188484,75.503078
15.659809,27.89166,43.551469
15.5758095,27.83066,43.4064695
15.609809,27.84166,43.451469
17.37979,27.84766,45.227450000000005
15.604809,27.88966,43.494468999999995
15.66181,27.778662,43.440472
15.770808,42.227486,57.998294
15.7948065,28.930647,44.7254535
16.513798,28.854649,45.368447
16.212803,28.505651,44.718454
15.738808,28.720648,44.459456
24.5657,28.67665,53.24235
15.746808,29.819635,45.566443
16.524797,28.601652,45.126449
15.722808,28.622652,44.34546
16.274803,29.132645,45.407448
15.706809,28.614649,44.321458
16.3528,34.040585,50.393384999999995
15.778808,28.003656,43.782464
17.518787,27.86066,45.379447
15.832808,27.78266,43.615468
15.685808,27.92066,43.606468
15.60181,27.85466,43.456469999999996
15.629809,27.82066,43.450469
15.65381,27.89066,43.544470000000004
15.56681,27.97566,43.54247
15.635809,27.90466,43.540469
17.329788,27.87966,45.209448
15.678808,27.88766,43.566468
15.675809,27.97366,43.649468999999996
15.57681,27.88066,43.45747
15.814807,27.85866,43.673467
15.60481,27.856659,43.461469
15.60481,27.835659,43.440469
15.6608095,27.87466,43.5354695
17.352787,27.85266,45.205447
15.689809,28.03866,43.728469000000004
15.744809,27.862661,43.60747
15.58981,28.097658,43.687467999999996
15.63081,27.90466,43.535470000000004
16.555798,27.939661,44.495459
16.370802,28.01566,44.386462
15.901808,28.097658,43.999466
17.408789,27.809662,45.218451
15.672811,27.828661,43.501472
15.574811,27.97166,43.546471
15.659809,27.799662,43.459471
15.680809,27.85766,43.538469
15.59681,27.851662,43.448472
15.66481,27.907661,43.572471
15.62181,27.792664,43.414474
17.40379,27.893661,45.297451
15.63281,28.293655,43.926465
15.58681,27.904661,43.491471000000004
15.60881,28.027658,43.636468
15.611811,27.834661,43.446472
15.577811,27.886663,43.464473999999996
15.61981,27.896662,43.516472
15.607811,27.802664,43.410475
17.433788,27.793665,45.227453
15.703809,27.823662,43.527471
15.589811,27.95966,43.549471
34.320587,46.514435,80.83502200000001
35.45857,45.811443,81.270013
34.829575,33.337597,68.167172
15.68081,27.873661,43.554471
15.580811,27.801664,43.382475
17.399788,27.794664,45.194452
15.65081,27.851664,43.502474
15.589811,27.844662,43.434473
15.6938095,27.877665,43.5714745
15.595813,27.859663,43.455476000000004
15.599812,27.98466,43.584472000000005
16.341803,27.972662,44.314465
15.819808,27.99566,43.815468
17.38579,27.97866,45.364450000000005
15.744811,27.830664,43.575475
15.679811,27.826664,43.506475
15.62681,27.844664,43.471474
15.576811,27.819664,43.396474999999995
15.70181,27.762665,43.464475
15.665811,27.882664,43.548474999999996
15.569812,28.750652,44.320464
18.12678,28.263659,46.390439
15.61581,27.95566,43.571470000000005
15.666811,27.902664,43.569475
15.598812,27.817665,43.416477
15.787808,27.921661,43.709469
15.618812,27.799664,43.418476
15.562812,27.843664,43.406476
15.679811,27.798664,43.478475
17.451788,27.990662,45.44245
15.586812,27.925663,43.512475
15.621812,27.866663,43.488475
15.585812,27.847664,43.433476
15.571813,27.890663,43.462476
15.730811,27.803663,43.534474
15.585812,27.788664,43.374476
15.68081,27.782663,43.463473
17.464788,27.993662,45.45845
15.578812,27.880665,43.459477
15.611812,27.880665,43.492477
15.592812,27.842663,43.435475000000004
15.548812,28.001663,43.550475
15.682811,27.804663,43.487474
15.544812,28.764652,44.309464000000006
15.758811,28.659657,44.418468
17.524788,27.991663,45.516451
15.77681,27.792664,43.569474
15.64081,27.850664,43.491474
15.604812,28.10066,43.705472
15.685812,27.858664,43.544476
15.588812,27.844664,43.433476
15.6138115,27.873663,43.487474500000005
15.620811,27.833664,43.454475
17.35679,27.951664,45.308454
15.652811,27.773664,43.426474999999996
15.662811,27.890663,43.553474
15.705811,27.862665,43.568476000000004
15.682811,27.900663,43.583474
15.5998125,27.834663,43.4344755
15.581813,28.752655,44.334468
15.663812,27.874664,43.538476
17.343792,28.072662,45.416454
15.77181,27.844664,43.616474000000004
15.591813,27.844664,43.436477000000004
15.703811,27.798666,43.502477
15.688812,57.05831,72.747122
32.799606,55.726326,88.525932
26.799679,42.153492,68.953171
15.658811,27.878664,43.537475
17.303793,27.917664,45.221457
15.87181,27.829664,43.701474000000005
15.623813,27.816666,43.440479
15.706811,27.779667,43.486478
15.635813,27.940664,43.576477000000004
15.621812,27.844666,43.466478
15.675811,27.780664,43.456475
15.73381,27.849667,43.583477
17.326792,27.808666,45.135458
15.713811,27.895666,43.609477
15.557815,27.865667,43.423482
15.6658125,27.804667,43.470479499999996
15.677812,27.828665,43.506477000000004
15.562813,27.842665,43.405478
15.75681,27.809666,43.566476
15.647812,27.819666,43.467478
17.426792,27.885666,45.312458
16.579802,30.248636,46.828438000000006
15.90881,27.837666,43.746476
15.643813,28.565657,44.20947
15.598812,28.201662,43.800474
15.651813,27.875664,43.527477000000005
15.604813,27.828667,43.43348
15.557815,27.986664,43.544479
17.372793,28.040665,45.413458000000006
15.575813,27.905663,43.481476
15.634812,27.873663,43.508475000000004
15.647812,27.836668,43.48448
15.593814,27.864666,43.45848
15.617813,27.860668,43.478481
15.568814,27.887667,43.456481
15.580813,27.862667,43.443479999999994
17.404793,27.949667,45.35446
15.588815,27.849667,43.438482
15.657812,27.887667,43.545479
15.615813,27.828667,43.44448
15.553814,27.881668,43.435482
15.636813,28.037664,43.674476999999996
15.576815,27.868668,43.445482999999996
15.534815,28.54366,44.078475
17.880787,28.602655,46.483442
15.79681,27.975664,43.772474
15.675811,27.808668,43.484479
15.588815,27.850668,43.439482999999996
15.740812,27.784668,43.52548
15.922811,27.809668,43.732479
15.591813,27.887667,43.47948
15.654814,27.878668,43.533482
17.325792,28.115664,45.441456
15.662813,27.851667,43.51448
15.643813,27.859667,43.50348
15.555814,27.88667,43.442484
15.662813,27.837667,43.500479999999996
15.568814,27.870668,43.439482
15.565814,27.885668,43.451482
15.607814,28.088665,43.696479
17.33579,27.897667,45.233457
15.645813,27.782667,43.42848
15.714813,27.809668,43.524480999999994
15.593814,27.881668,43.475482
15.654814,27.84167,43.496484
15.6118145,27.952667,43.5644815
15.605813,27.907667,43.51348
15.645813,27.869667,43.51548
23.747717,58.223305,81.971022
25.172699,66.52421,91.696909
29.695646,27.851667,57.547313
15.608813,28.783657,44.39247
15.727813,28.106663,43.834476
15.597814,27.948668,43.546482
15.89881,27.77167,43.67048
15.659815,27.856668,43.516483
17.297792,27.913668,45.21146
15.615815,27.926668,43.542483
15.605814,27.833668,43.439482
15.566814,27.875668,43.442482
15.598815,27.989668,43.588483000000004
15.594814,27.825668,43.420482
15.692813,27.822668,43.515481
15.628815,27.80867,43.437484999999995
17.337793,27.867668,45.205461
15.670814,27.887669,43.558482999999995
15.603815,27.999668,43.603483
15.596814,27.983667,43.580481
15.640814,28.797657,44.438471
16.271805,28.073668,44.345473
15.879811,27.906668,43.786479
15.560815,27.877668,43.438483
17.457792,27.807669,45.265461
15.625814,27.826668,43.452482
15.876811,27.855669,43.732479999999995
15.649815,27.835667,43.485482000000005
15.575814,27.882668,43.458482
15.5788145,28.095667,43.6744815
15.666815,27.863668,43.530483000000004
15.614815,27.83167,43.446484999999996
17.388794,27.79867,45.187464000000006
15.676813,27.987669,43.664482
15.567815,27.85667,43.424485000000004
15.610815,28.005669,43.616484
15.612815,27.853668,43.466483
15.589814,27.983667,43.573481
15.737813,27.84167,43.579482999999996
15.549816,27.841671,43.391487
17.396793,27.87567,45.272463
15.611815,27.82667,43.438485
15.585814,27.990667,43.576481
15.647814,28.75366,44.401474
15.723813,28.62366,44.347473
15.875811,27.790668,43.666479
15.689815,27.993668,43.683482999999995
15.608814,27.95867,43.567484
17.359793,27.881668,45.241461
15.608813,27.879671,43.488484
15.632815,27.81467,43.447485
15.648816,27.83667,43.485486
15.574815,27.912668,43.487483
15.619815,28.161667,43.781482
15.711814,27.829672,43.541486
15.579815,27.95867,43.538485
17.387794,27.837671,45.225465
15.589814,27.87467,43.464484
15.6638155,27.889671,43.5534865
15.676815,27.850672,43.527487
15.593815,27.896671,43.490486000000004
15.672814,27.85567,43.528484
15.588817,28.020668,43.609485
15.689815,27.782671,43.472486
17.456793,27.835672,45.292465
15.588817,45.336464,60.925281
34.912586,48.011433,82.92401899999999
33.420605,52.553375,85.97398000000001
15.714815,27.986668,43.701483
15.669815,27.889671,43.559486
15.566815,27.83867,43.405485
15.577816,28.134668,43.712484
17.387794,27.84467,45.232464
15.570816,27.88367,43.454486
15.6448145,28.108667,43.7534815
15.613815,27.813671,43.427486
15.593816,27.93767,43.531486
15.635815,27.840672,43.476487
15.600817,27.792671,43.393488
15.709816,27.815672,43.525487999999996
17.548792,28.542664,46.091455999999994
15.617815,28.178667,43.796482
15.643816,27.809671,43.453487
15.596816,27.843674,43.44049
15.803814,27.835672,43.639486
15.629815,27.858673,43.488488000000004
16.16781,28.946661,45.114470999999995
15.745815,28.156668,43.902483000000004
17.317797,27.854671,45.172467999999995
15.649816,27.870672,43.520488
15.608814,27.902672,43.511486
15.602816,27.959673,43.562489
15.669815,27.839672,43.509487
15.589815,27.831673,43.421488
15.689815,27.75967,43.449484999999996
15.768815,27.831673,43.600488
17.367796,27.901672,45.269468
15.625815,27.902672,43.528487
15.584817,28.07067,43.655487
15.601815,28.015669,43.617484
15.620815,27.969671,43.590486
15.574816,27.875671,43.450487
15.772814,27.794672,43.567486
15.636817,27.934671,43.571488
17.337795,27.933672,45.271467
15.622816,27.844671,43.467487000000006
15.579816,27.859673,43.439489
15.681816,27.790672,43.472488
15.640816,27.85267,43.493486
16.529806,27.957672,44.487477999999996
16.409807,28.109669,44.519476
15.639815,28.00867,43.648485
17.381796,27.798672,45.180468000000005
15.681814,27.832672,43.514486
15.572817,27.85267,43.425487000000004
15.731815,27.88367,43.615485
15.589817,27.937672,43.527489
15.587817,27.89867,43.486487
15.644816,28.05867,43.703486
15.624818,27.824675,43.449493
17.387796,27.906672,45.294468
15.620817,27.828674,43.449491
15.594817,28.117672,43.712489
15.648818,27.812675,43.461493
15.709816,27.847673,43.557489000000004
15.687816,27.780674,43.46849
15.655815,27.917671,43.573486
15.599817,27.86967,43.469487
17.376795,27.864674,45.241469
15.591817,27.837673,43.42949
15.586817,27.947672,43.534489
33.397606,56.167343,89.56494900000001
27.82167,43.82649,71.64816
38.922546,29.07466,67.997206
15.666817,28.500668,44.167485
15.678818,28.034672,43.71349
17.469795,27.943672,45.413467
15.551817,27.856672,43.408489
15.575817,27.94667,43.522487
15.616817,27.880674,43.497491
15.587818,27.820677,43.408495
15.678816,27.798677,43.477493
15.655817,27.821676,43.477493
15.588819,28.126673,43.715492
17.395796,27.879673,45.275469
15.616817,27.850674,43.467491
15.587818,27.965672,43.553490000000004
15.669817,27.916674,43.586491
