int_mut,nizk,nizk_mut
228.07855,56.389687,176.3124
212.29066,50.784714,119.88922
215.29964,55.396687,124.09416
214.40564,56.432682,123.280174
226.75557,53.946697,122.39318
209.22368,52.828705,123.114174
219.70161,56.528683,131.70505
214.65164,55.082695,156.50568
225.35858,52.5007,131.41505
214.35765,55.89369,133.09503
222.2826,57.606674,134.15001
210.69966,57.634678,127.886116
206.99869,57.489677,122.81019
214.47165,61.154655,144.09686
206.64468,59.709663,136.40599
225.4596,61.871655,143.15288
213.49065,62.13865,138.56895
210.17969,74.352585,137.71095
209.66568,66.390625,145.41985
221.9496,71.9246,135.4
208.38368,58.373672,139.33994
209.85368,63.76264,189.4582
225.10559,62.34665,188.45622
262.53833,58.66067,133.41805
217.28563,58.242672,132.44604
210.49568,57.640675,130.10408
214.59465,58.09967,126.38713
219.29161,58.567673,125.57915
203.15271,59.31667,140.93993
205.8857,54.95169,135.892
225.88358,52.29871,138.61296
218.49861,50.27172,143.96786
219.12361,52.473705,131.65106
199.28973,52.542706,143.58289
223.0506,52.469704,147.16983
205.9137,56.00969,134.23901
210.29968,52.393703,137.71397
269.96426,54.512695,139.69295
210.35667,54.481697,140.21494
190.79979,53.112705,142.0659
190.14182,65.053635,140.23892
206.6397,63.345642,133.92403
240.77249,60.202667,185.53926
210.93068,56.219685,156.89468
210.99066,55.43469,123.78117
219.45262,58.901672,122.4362
243.55246,61.095654,123.41119
220.36461,58.09967,122.910194
210.20367,53.204704,145.94185
206.5147,55.33769,124.33917
230.30756,61.241657,117.94227
240.6975,72.22859,121.947205
218.72263,65.22663,127.203125
208.77968,58.345673,124.337166
238.22551,57.992676,123.944176
218.04362,55.37069,149.6848
215.22664,60.69966,121.973206
210.02568,50.17772,123.33518
243.01547,50.937717,118.41626
220.96262,57.354683,122.7022
197.82475,57.11668,123.034195
207.7697,52.6547,121.95121
222.5776,54.236694,143.4829
213.32666,53.006706,143.9059
214.54465,57.333683,133.10205
246.09645,53.018703,183.79431
212.26366,53.090702,129.4931
219.60663,52.08071,136.057
210.24068,52.11771,151.58577
230.57254,52.893707,131.46608
