sis,nizk
171.18298,53.149704
139.2202,53.1137
150.83011,66.389626
138.8142,52.471706
132.28722,55.313686
173.24599,52.451702
146.05515,55.82769
174.07498,59.967663
145.59116,58.90867
145.59615,58.848667
137.65419,60.024662
149.08012,59.831665
131.11223,55.679688
136.2492,58.90567
129.62924,57.400677
136.81319,61.214657
132.33823,59.83966
139.42719,59.857662
136.4302,57.647675
154.4151,55.33569
130.73123,58.59367
158.26907,52.038708
142.07117,51.961708
132.68922,52.499702
171.38899,52.554703
135.31921,51.844707
150.43811,55.44569
129.69424,56.420685
133.06822,54.837692
176.19897,56.53868
133.40321,71.2306
156.60909,60.177666
147.38513,50.728718
112.509346,52.582703
113.916336,52.623703
119.864296,56.90668
116.38832,58.83867
122.80828,62.48365
138.7122,51.064713
176.72096,50.243717
145.14014,52.087708
157.78508,51.73971
137.63521,52.239704
154.91609,51.568714
139.58319,56.647682
156.92007,52.264706
124.31227,55.567688
129.01425,58.90167
157.06909,57.810677
128.78224,61.009655
135.4202,58.45867
186.58691,57.196682
176.06396,58.883667
150.16212,57.014683
142.38817,53.639698
123.138275,52.10371
129.74223,51.810707
136.2592,50.275723
133.72322,50.89971
132.94623,52.324703
131.31024,53.973698
152.89212,52.17571
139.35718,52.255707
143.17717,50.07672
157.71408,51.174713
132.74722,52.632706
153.81909,52.304703
130.03024,57.545677
137.8682,59.14167
145.61813,57.15068
132.66222,57.766678
146.11015,58.307674
148.93513,58.365673
134.75722,67.41362
141.98317,74.10458
138.13019,60.59266
126.55327,61.840652
149.20813,59.725666
134.42822,58.353672
141.09218,57.21568
147.01614,58.133675
125.59727,57.03668
136.41621,66.61562
154.13312,74.37559
132.87622,63.510643
134.06023,58.45367
196.52187,52.502705
145.93614,52.532703
150.00012,52.022705
142.43018,52.580704
144.16217,52.492702
139.84018,52.364704
159.88406,53.843697
133.53622,52.328705
152.95612,52.3487
136.1652,55.838688
152.8491,61.017654
141.58818,56.88868
132.62422,57.24368
135.49123,55.69369
141.97418,62.186646
132.66023,52.6957
128.46326,54.462696
138.8702,53.265697
143.10316,52.292706
155.1211,53.915695
134.39322,53.908695
176.42299,52.303707
133.73521,65.626625
155.9171,59.05967
141.20119,52.522705
219.42473,55.598686
139.90518,52.481705
150.71613,55.14369
137.44121,57.521675
142.59018,60.01166
166.98701,61.459656
125.126274,57.32168
147.06314,59.294666
132.68922,57.595676
127.065254,59.376663
139.4382,52.3767
134.42023,52.7947
148.31314,55.896687
157.62009,55.91669
137.65819,52.603703
140.30418,55.297688
143.04216,55.94769
132.90222,54.086697
170.771,55.14369
135.26122,53.9097
170.15999,52.599705
130.22224,53.937695
157.82109,52.361706
142.69817,57.09568
132.75322,61.728653
155.0801,78.57756
144.14217,67.34262
127.174255,55.76569
141.13417,62.40865
131.84424,66.10763
130.48424,66.097626
156.78809,56.626682
123.50928,55.86369
144.64217,50.040718
142.40417,50.01772
133.47623,53.894695
145.73915,52.450706
143.29617,58.07267
134.66222,59.409668
189.70988,56.63068
143.05916,51.983707
147.43614,53.064705
135.2232,52.560707
167.05403,51.228714
126.27426,54.032696
152.86711,55.108692
139.0662,52.102707
151.86212,52.286705
131.98624,52.673706
126.88826,53.078705
133.25122,61.589653
146.58914,58.015675
127.16825,52.813705
136.9272,59.595665
159.59206,59.020668
139.9952,56.99968
136.31021,57.25368
174.11198,56.94668
156.4741,60.133667
177.75998,57.991673
139.19919,57.07968
170.832,63.17065
143.18317,72.07159
152.48412,56.96968
156.6061,76.82857
148.96013,59.697666
154.4381,63.817642
142.95818,55.94169
115.60933,55.02169
117.06132,59.094666
125.472275,60.498657
117.42232,60.225666
120.3743,52.345703
138.0392,52.324703
143.93317,52.277706
148.94612,52.459705
156.5501,51.997707
142.78917,56.217686
160.16406,60.684658
136.6522,65.21063
197.27884,52.317703
126.42427,55.46969
196.50185,56.604683
187.23392,52.832703
134.41423,52.366703
201.42282,57.08268
133.92322,54.589695
163.52405,51.59471
147.67615,52.996704
150.79912,53.1667
137.61421,57.893673
136.6802,57.31968
149.23413,52.531704
146.94014,53.955696
146.24014,52.552704
137.5142,50.98371
154.45009,52.537704
142.70517,54.70769
143.22417,62.22465
159.20807,62.42965
133.47823,198.52687
143.33015,480.0423
151.16112,258.43954
146.15315,213.8478
159.79407,108.59239
132.81822,243.20064
150.37112,134.65424
172.879,73.740585
138.3672,69.94061
138.15721,91.94648
139.10419,65.47063
141.76317,63.21665
132.29922,60.860657
134.84023,63.10565
142.88516,71.7206
142.65417,64.90864
146.02116,63.668648
170.65901,62.36465
149.61514,69.79761
136.8082,57.34668
141.49619,60.10366
139.81119,57.989677
145.30516,59.898663
156.82309,62.88065
142.21918,57.640675
174.44899,64.71564
145.15315,60.129665
139.07019,60.163666
128.22226,62.151653
160.25706,60.77866
137.93619,60.356667
140.1592,59.87366
130.23224,52.32671
142.55516,55.31269
142.96317,54.72169
150.86813,56.407684
139.0522,56.250683
166.31604,55.388687
143.62616,53.1637
156.17108,52.418705
141.15718,52.4317
183.58493,55.228687
143.35817,52.316708
139.68518,52.544704
143.36917,53.660698
142.11418,59.999664
196.62286,60.219666
170.74501,60.168663
132.13924,62.229652
126.82627,64.509636
122.69629,58.48167
119.25131,52.550705
131.26224,55.21569
116.84932,52.262707
150.91512,52.625706
140.43619,52.678703
189.8759,52.893707
139.1792,54.222694
160.13007,68.72462
139.96619,58.142673
230.94167,56.53868
150.40512,46.81674
131.70723,46.41074
140.13518,48.420727
159.87708,46.47574
137.3492,48.84173
159.97507,49.482727
129.17026,46.18774
149.75212,47.770733
144.56117,47.80973
154.81311,47.374737
143.34416,46.901737
140.27118,46.80274
147.35815,54.94969
133.30122,53.5117
145.25714,52.059708
142.58917,53.3577
145.09915,57.816677
201.70883,58.376675
199.38583,52.077705
151.14214,64.32864
152.5841,67.28663
126.085266,60.246666
172.979,52.373703
136.5952,56.276684
150.39412,53.791695
143.96516,52.512707
135.25821,55.680687
160.40205,54.880695
150.06514,54.89569
153.0991,52.669704
136.42421,57.094677
130.07324,58.34867
153.05511,58.51167
136.9622,58.441673
146.92715,60.315666
147.65315,64.21864
145.44516,57.01768
153.83412,54.460697
135.91922,52.642704
194.21588,52.5927
139.84819,56.119686
164.17004,52.795704
132.00723,56.357685
144.44817,60.378662
145.68016,62.84065
140.16818,55.415688
170.56802,53.097702
133.14223,52.845707
151.58212,53.7547
133.68723,60.54966
142.51418,61.673656
142.28618,77.81656
145.47316,83.04453
133.22523,55.92369
141.50418,56.389687
145.45616,50.784714
151.26813,55.396687
202.40483,56.432682
159.80107,53.946697
157.92809,52.828705
158.46608,56.528683
136.03322,55.082695
146.32016,52.5007
138.7502,55.89369
153.6631,57.606674
151.56113,57.634678
158.16309,57.489677
182.32195,61.154655
162.66106,59.709663
133.83423,61.871655
140.66418,62.13865
136.6842,74.352585
149.72412,66.390625
139.2562,71.9246
141.5472,58.373672
142.98018,63.76264
155.1081,62.34665
155.1521,58.66067
141.29118,58.242672
158.5091,57.640675
138.9132,58.09967
136.4682,58.567673
144.70515,59.31667
198.11885,54.95169
156.0581,52.29871
166.17303,50.27172
145.36215,52.473705
154.42711,52.542706
145.43416,52.469704
125.82227,56.00969
119.61731,52.393703
116.96132,54.512695
123.14129,54.481697
120.7823,53.112705
138.73419,65.053635
142.90717,63.345642
145.56316,60.202667
140.82718,56.219685
156.96309,55.43469
152.5431,58.901672
154.33212,61.095654
152.29211,58.09967
126.892265,53.204704
164.39406,55.33769
153.0321,61.241657
145.56715,72.22859
173.54,65.22663
191.85988,58.345673
149.73514,57.992676
163.07607,55.37069
131.11923,60.69966
153.75212,50.17772
130.85924,50.937717
136.85822,57.354683
143.06818,57.11668
145.34216,52.6547
204.58983,54.236694
148.69815,53.006706
136.75621,57.333683
140.6182,53.018703
225.28171,53.090702
211.27577,52.08071
147.64615,52.11771
134.94623,52.893707
